gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
Gene_3823,40.53,0.2738,0.4639,0.00031708713765813437,0.00041460138292120083
Gene_3824,868.89,-1.0052,0.3259,0.03879187472589671,0.05070833297502837
Gene_3825,9.66,3.6144,0.2566,0.004217288672790281,0.005511354773641246
Gene_3826,17.07,-1.7643,0.2455,0.13189638942797025,0.17232347717268126
Gene_3827,290.53,0.7313,0.1923,0.0366652574652373,0.04789087965678853
Gene_3828,416.88,1.7728,0.3919,0.057217130393070595,0.0747155006438634
Gene_3829,12.3,0.7214,0.2548,0.3471710470379136,0.45322590997116663
Gene_3830,69.02,-0.3038,0.2017,0.22954881044738787,0.2995938533638578
Gene_3831,44.16,-0.7924,0.213,1.3278984509317319e-05,1.7326441165601927e-05
Gene_3832,56.07,1.5541,0.0391,1.7138400668431487e-06,2.235637968749216e-06
Gene_3833,979.65,-2.1345,0.3706,0.0008578417338810284,0.001118729439072807
Gene_3834,609.73,-1.4552,0.2763,0.03583134925454927,0.04671623110110726
Gene_3835,142.84,-4.875,0.1771,0.0018003844568894385,0.002346695068938267
Gene_3836,49.8,1.8565,0.4387,0.19618480774614178,0.25564869396161294
Gene_3837,9.98,0.5697,0.3047,0.0004716646515041637,0.0006144667163941684
Gene_3838,2541.14,-1.4521,0.0759,0.2912078140189366,0.3792756108608187
Gene_3839,485.04,-0.4655,0.3722,0.1705894639610333,0.22212169786592878
Gene_3840,36.11,-0.9215,0.1989,0.20822425286753143,0.27105474208218094
Gene_3841,625.91,4.5297,0.3595,0.008559620334332541,0.011139537134737821
Gene_3842,128.97,1.4683,0.3505,0.03982759721599656,0.05181836744209805
Gene_3843,83.58,-2.0576,0.3137,0.0013865837902908992,0.0018035689259767158
Gene_3844,354.4,2.4132,0.1748,0.022623420127950683,0.029419271947920263
Gene_3845,33.68,1.2423,0.1767,0.055252409004785466,0.07183100494641896
Gene_3846,74.63,1.6363,0.2951,0.04192862478128085,0.05449522326654646
Gene_3847,189.22,-0.6944,0.2059,0.20387216833103364,0.2649066636318005
Gene_3848,54.66,-0.2249,0.4219,0.008908171635844807,0.011572059802344513
Gene_3849,565.76,-2.1497,0.2899,0.030666484515841766,0.03982660326732697
Gene_3850,6236.24,-0.787,0.1995,0.0012982774901052552,0.0016856368347250782
Gene_3851,32.83,-4.35,0.3999,0.005690575515405494,0.007386520658626031
Gene_3852,5.31,1.9441,0.1089,0.005022981474093777,0.006518273389688266
Gene_3853,2.71,-1.6607,0.2868,0.0957358976198841,0.12420329218978217
Gene_3854,109.84,-0.5483,0.3556,0.19580272891579947,0.25395944087652333
Gene_3855,39.4,-0.2269,0.1971,0.02947128182655401,0.038214836393353234
Gene_3856,224.91,-2.0937,0.2568,0.04069675299329192,0.0527570041396058
Gene_3857,193.48,0.887,0.2326,0.005585923829509565,0.007239403615227534
Gene_3858,6.01,-1.086,0.1876,0.00014730332563645023,0.000190856861410275
Gene_3859,3.94,-0.2931,0.3076,0.047834649919040684,0.0619619817604154
Gene_3860,268.24,-0.6779,0.3851,0.01539598427747299,0.0199378195771471
Gene_3861,194.58,-1.184,0.5004,5.480112657672424e-06,7.094915403511683e-06
Gene_3862,63.33,-0.0106,0.3762,0.15169024921305255,0.19633736631251947
Gene_3863,5.4,-0.3234,0.2731,0.0027509047223878372,0.003559659319860038
Gene_3864,380.99,-0.5578,0.4115,0.3643616006020218,0.4713604147503516
Gene_3865,1888.99,-1.0927,0.1871,0.035854009043092924,0.04637093771739902
Gene_3866,258.78,0.4793,0.2464,0.04856175880672067,0.06278996483930782
Gene_3867,27.25,2.4804,0.3953,0.008969932979333418,0.011595052972251059
Gene_3868,162.24,0.2098,0.2342,0.00044152292102305233,0.0005705904898204347
Gene_3869,9.66,1.4942,0.3058,0.0015433661014937641,0.001994013051025535
Gene_3870,1231.42,-2.0853,0.2299,0.1981442011768115,0.25593412706898927
Gene_3871,174.81,0.2366,0.2784,0.3342405620046405,0.43161229597706674
Gene_3872,4.32,-1.6461,0.2931,0.007100515167512164,0.009166686247756474
Gene_3873,81.34,-2.2154,0.3471,0.04152400260193969,0.05359318869635995
Gene_3874,374.88,-1.1091,0.3166,0.07957931356218532,0.10268298524152945
Gene_3875,76.24,1.7878,0.3715,0.14277493516575512,0.1841781929382806
Gene_3876,85.47,1.425,0.3392,0.0003286060064587731,0.0004237890204523769
Gene_3877,12.82,0.3645,0.28,0.018117200559664228,0.023358948632883226
Gene_3878,460.85,2.0454,0.2391,0.005700853095216198,0.007348354079938384
Gene_3879,40.57,-0.2944,0.2085,0.0012077926715985698,0.001556433855152796
Gene_3880,1.99,0.4526,0.0272,2.9312707747664297e-05,3.7764374835949876e-05
Gene_3881,70.63,0.2633,0.2885,0.005374026894184546,0.006921724490191327
Gene_3882,1056.06,2.604,0.1857,0.006708298304977527,0.008638035417174257
Gene_3883,68.45,-1.3355,0.2124,0.0041947057981330345,0.005399981717473011
Gene_3884,4798.07,-0.0961,0.2699,0.00442836858288323,0.005699316065486782
Gene_3885,350.0,0.8044,0.2479,0.04165696699737225,0.053598773800015764
Gene_3886,292.22,-3.2942,0.3548,0.01092845885159784,0.01405770369384852
Gene_3887,114.8,-0.2432,0.2833,0.003377984417171344,0.004344115762823231
Gene_3888,129.47,0.2146,0.4627,0.018840067907897075,0.024222252388656565
Gene_3889,87.63,1.2744,0.5194,0.09552657365474089,0.1227847990420834
Gene_3890,81.08,1.0393,0.2694,0.013282113890497589,0.01706773822988639
Gene_3891,429.12,0.8739,0.2153,0.0005368825162202678,0.0006897257402624201
Gene_3892,22.84,-1.1999,0.1237,0.006276375275092865,0.008061103615582925
Gene_3893,17.26,-2.862,0.4828,0.14920321779205417,0.19158091652806133
Gene_3894,15.7,-0.5896,0.2276,0.07863955756256703,0.10094936785952122
Gene_3895,8877.8,1.5024,0.246,0.1048615811132392,0.13457595112068688
Gene_3896,428.67,2.0902,0.23,0.00036362353595474807,0.00046654289960835013
Gene_3897,272.87,1.0658,0.2673,0.1714172949343166,0.21987852095217625
Gene_3898,17.9,0.644,0.2523,0.025522355053169615,0.032729360160515024
Gene_3899,516.3,0.5695,0.3827,0.09722533372241009,0.12464786374667959
Gene_3900,117.55,-0.8342,0.0254,0.04065839370149053,0.052112783518957366
Gene_3901,227.77,-4.5119,0.2812,0.00615964542430428,0.007892933654926038
Gene_3902,21.05,2.5036,0.3718,0.0006862211274954491,0.0008790944497763887
Gene_3903,204.49,-1.4138,0.231,0.0005315003555498145,0.0006807125455299878
Gene_3904,63.58,2.4222,0.3588,7.272939831412778e-06,9.312342933947219e-06
Gene_3905,32.1,-0.483,0.309,0.05359927833797533,0.06861146740652244
Gene_3906,644.33,1.9881,0.2282,0.00010905247987481965,0.0001395603786470689
Gene_3907,6.85,-2.1102,0.1188,0.06028850808168077,0.07713473398372667
Gene_3908,459.23,0.8789,0.3407,9.465337918438009e-05,0.00012107109130772589
Gene_3909,583.46,-1.1052,0.3318,0.004534906876308473,0.00579911365256838
Gene_3910,25.55,-2.1229,0.2259,8.402378070111299e-08,1.0741981680019558e-07
Gene_3911,28.77,0.3278,0.376,0.018914951240474508,0.024175551176475598
Gene_3912,95.01,1.5142,0.2515,0.00879381501057168,0.011236666254244417
Gene_3913,260.88,-1.2674,0.4034,0.030204796847387343,0.03858558616171096
Gene_3914,109.32,-2.2485,0.3303,0.033044155218408,0.04220198623040613
Gene_3915,353.23,-0.1378,0.448,0.13425581623759497,0.1714195815086759
Gene_3916,5044.02,-0.1312,0.3363,0.02495064586041109,0.03184917776411934
Gene_3917,53.76,4.4233,0.3028,0.007677164364868919,0.009797300108306432
Gene_3918,4.8,1.4244,0.1115,0.3317965030265621,0.4233178145273821
Gene_3919,774.21,-0.0891,0.3054,5.191794778745616e-05,6.622187217787776e-05
Gene_3920,4301.11,2.7833,0.2761,0.01141089273763653,0.014550998135216183
Gene_3921,325.56,0.3364,0.4615,0.00011806426315291378,0.00015051537882829398
Gene_3922,16.85,-0.5196,0.3213,0.019036512780687676,0.024262697910639404
Gene_3923,115.84,-2.4174,0.3783,0.008507729838825456,0.01084063435120471
Gene_3924,15.85,-0.394,0.4404,0.4260421061201004,0.5427287976052234
Gene_3925,536.85,-0.5046,0.434,0.0035012967652947426,0.0044591145762796006
Gene_3926,9.95,1.4405,0.2913,0.009766722213002385,0.012435347864785312
Gene_3927,81.43,0.6937,0.5129,1.8173150171355873e-10,2.3132828629526315e-10
Gene_3928,19.91,-3.7734,0.2494,0.0032067668035080654,0.004080894379623398
Gene_3929,191.26,0.2584,0.433,0.008472925097953292,0.010779802923604698
Gene_3930,71.33,1.0073,0.2253,0.08577585383857837,0.10910182375804932
Gene_3931,211.35,2.292,0.386,1.3039471458725633e-06,1.6581220064503603e-06
Gene_3932,155.2,1.3313,0.2036,0.04209687912556505,0.05351751732210151
Gene_3933,20.63,1.1413,0.3619,0.00405701680013118,0.005156350788168759
Gene_3934,519.96,0.0901,0.2146,0.001982238988188173,0.002518728066312799
Gene_3935,134.62,0.5825,0.1963,0.020533467977202506,0.026084181881608874
Gene_3936,20.55,-4.1702,0.2034,0.002009387201474234,0.002551926849725977
Gene_3937,13119.48,4.7691,0.3498,0.005569612103064583,0.00707162532131105
Gene_3938,384.85,-0.5242,0.3494,0.025626113475160653,0.03252870458893203
Gene_3939,109.23,-1.1589,0.349,1.132058726490828e-05,1.4366227493538426e-05
Gene_3940,2515.96,0.5687,0.3221,6.251664135072777e-05,7.931570838711974e-05
Gene_3941,5905.45,1.8453,0.2516,0.20533702931744943,0.26044777944881964
Gene_3942,110.97,-0.8955,0.2279,0.18823099734761237,0.23869008032920663
Gene_3943,297.32,-3.5855,0.1965,0.05918881095704119,0.0750365250469589
Gene_3944,20.57,-0.6183,0.1905,0.0026031954976179885,0.0032993605799974506
Gene_3945,110.57,-4.7064,0.4213,0.0012918640994416392,0.0016369286612286354
Gene_3946,99.67,0.8064,0.1941,0.024155830034699885,0.03060024073308828
Gene_3947,214.79,0.6423,0.2068,0.027653757787400424,0.035022489599038024
Gene_3948,288.74,-0.42,0.2002,0.01371226345215246,0.01736169087383193
Gene_3949,454.71,-1.9185,0.1673,0.09130055915855075,0.11557032804879841
Gene_3950,238.72,0.7729,0.3305,0.07317117391151452,0.09259829652178501
Gene_3951,13.18,-1.2514,0.2464,0.0007226204876621982,0.00091424656839853
Gene_3952,22.72,3.2761,0.2836,0.0411648719364251,0.052067887599829374
Gene_3953,49.76,0.8558,0.2883,0.02740189627713145,0.03465085518099577
Gene_3954,84.4,-0.871,0.3289,0.18131534839238325,0.22922294360604709
Gene_3955,1213.85,-0.9171,0.3101,7.531009729541411e-07,9.518465280006838e-07
WNT1,14.5,4.5492,0.4184,0.0054232602723814916,0.0068527423204213945
Gene_3957,72.61,-0.3593,0.2332,8.093497680474559e-05,0.00010224226478618696
Gene_3958,998.27,1.6753,0.2408,0.016373312789596417,0.02067859660216774
Gene_3959,81.47,0.2796,0.2911,0.0014434310259929418,0.0018225139217082596
Gene_3960,372.72,-1.0974,0.2927,0.23258308098506938,0.2935913670601734
Gene_3961,112.27,2.8357,0.1517,0.0005849119485422796,0.0007381523833193837
Gene_3962,248.03,0.074,0.1423,0.004506685226593178,0.005685951585406483
Gene_3963,93.98,1.1533,0.2859,0.045090961684216974,0.05687558234638872
Gene_3964,563.48,-0.9123,0.4386,0.012811711316098422,0.016156004181713018
Gene_3965,6.75,0.5447,0.4485,0.361981345192911,0.4563557049834985
Gene_3966,71.76,0.4667,0.1883,6.206378767223473e-07,7.822509159596008e-07
Gene_3967,268.58,-2.8345,0.2569,0.05445435073303398,0.06861687340352064
Gene_3968,431.55,3.0229,0.3163,0.2526100796020712,0.31822887327043486
Gene_3969,2939.24,1.936,0.3304,0.376852601031821,0.474625442105568
Gene_3970,67.89,-0.5958,0.2026,0.4177759909384592,0.5260337332390571
Gene_3971,2861.11,-1.6534,0.4702,0.02569788538972716,0.03234879832543701
Gene_3972,39.72,0.5213,0.243,0.023569045582031996,0.02966152225274603
Gene_3973,2116.02,0.13,0.3369,0.00885299497876353,0.011138644915404542
Gene_3974,761.23,0.5335,0.2671,0.01790880272224238,0.02252679587703444
Gene_3975,23.88,0.2874,0.2676,0.002363500155929647,0.002972208445585572
Gene_3976,274.26,0.7594,0.3757,7.700426792157385e-07,9.681200392453338e-07
Gene_3977,133.96,2.171,0.3985,0.025892988153681438,0.03254523397898622
Gene_3978,518.62,3.645,0.3681,0.005231532734672453,0.00657392904583118
Gene_3979,94.96,-1.5745,0.2117,0.0019543524848035392,0.0024552166894516825
Gene_3980,80.28,2.0438,0.1654,5.421862924873699e-05,6.80967461049196e-05
Gene_3981,2294.31,2.4609,0.566,0.036956648544410185,0.04640463152236336
Gene_3982,121.82,4.7281,0.3307,0.12421173272840799,0.1559273571785187
Gene_3983,774.99,-1.6852,0.2102,2.443500401246988e-09,3.066642069838087e-09
Gene_3984,94.57,0.3643,0.3942,0.15546691816992142,0.1950651419948826
Gene_3985,4160.23,-3.1231,0.2094,0.02614875054310387,0.03280074077158037
Gene_3986,38.22,0.8297,0.4968,0.003210891444990731,0.004026701084763896
Gene_3987,43.45,-0.8223,0.2592,0.16803377451988655,0.2106742408724756
Gene_3988,3130.77,2.8852,0.3859,0.0014368328523543797,0.001800993798388543
Gene_3989,60.95,-1.1619,0.2955,0.15651368255328718,0.19613243427730223
Gene_3990,3648.78,-2.5338,0.1476,0.057827848043817465,0.07244781764447189
Gene_3991,883.31,-0.7069,0.2016,0.11071548861101825,0.13867170417211705
Gene_3992,108.93,-2.9632,0.2232,0.0007541974679557804,0.0009443995341294521
Gene_3993,3.95,1.1266,0.2315,6.846966176564778e-08,8.571565068308435e-08
Gene_3994,142.79,-3.0976,0.3187,0.080107317484539,0.10025947119466708
Gene_3995,181.86,0.0427,0.0568,0.0006082831320066751,0.0007611150300383822
Gene_3996,1532.16,-3.1167,0.3194,0.001004371635142263,0.0012564068490646273
Gene_3997,3557.79,-0.4804,0.1024,0.015096938827177853,0.018880613840892763
Gene_3998,37.71,-3.3705,0.3358,0.0038528063406471458,0.004817212228866149
Gene_3999,736.83,0.541,0.2199,0.00010077345553171966,0.00012596681941464958
Gene_4000,685.95,-1.2952,0.3135,0.13864557827523766,0.1732636569298146
Gene_4001,1270.07,-0.0468,0.1666,0.0002206772116555886,0.0002757086602393661
Gene_4002,402.37,2.3862,0.2371,0.007594994968775755,0.009486628739415132
Gene_4003,3.05,0.7089,0.0954,0.009471621760516925,0.011827699501145011
Gene_4004,108.76,-2.0503,0.1754,0.1866603034551013,0.2330340867104885
Gene_4005,14.71,0.8889,0.4401,0.0006057357235135189,0.000756035600990413
Gene_4006,98.97,-4.0566,0.4428,0.0009420618183538751,0.00117552011274504
Gene_4007,1053.64,-0.9448,0.1756,0.00015390840055522938,0.00019200149769863946
Gene_4008,273.23,-0.7324,0.2661,0.12023548087645548,0.1499569479626534
Gene_4009,1474.66,0.95,0.3458,0.0016514636785555223,0.0020591816440841924
Gene_4010,293.98,0.0339,0.308,0.05647618421792666,0.07040162580145433
Gene_4011,11.06,-2.1083,0.2424,0.021681549220408686,0.02702087390379946
Gene_4012,0.96,-1.4775,0.1443,0.023208267380588555,0.028916356068513026
Gene_4013,199.86,0.298,0.3877,0.013082451188170276,0.016296027887606222
Gene_4014,96.75,-0.1186,0.2492,0.0002459721400398175,0.0003063164882189508
Gene_4015,21.03,-0.8687,0.1355,0.1340745689681767,0.16692550917352678
Gene_4016,4.95,-0.7213,0.2955,0.0009672197337998067,0.0012039080580032446
Gene_4017,34.14,-1.7758,0.2656,0.00834981004436437,0.010390505281687869
Gene_4018,100.59,-0.7765,0.2491,0.03318875234194768,0.04128981381182841
Gene_4019,562.14,-0.1321,0.3127,0.06439468157899758,0.08009288753606665
Gene_4020,216.43,3.2549,0.2787,0.08884110366698872,0.11047140470901358
Gene_4021,3700.17,-2.1355,0.4121,7.899087519430491e-06,9.819850223061277e-06
Gene_4022,18.71,-2.7778,0.2087,1.2589283335999086e-10,1.5646636012924542e-10
Gene_4023,864.47,1.1754,0.2229,0.00461870843497884,0.005738951832727187
Gene_4024,163.14,-3.5939,0.3772,0.008303099415849825,0.010314409212235807
Gene_4025,595.46,-0.4774,0.5495,0.0037888656091561303,0.0047054962855888356
Gene_4026,61.99,-1.1717,0.5339,0.0006101629938983479,0.0007575900098067393
Gene_4027,1265.67,-0.3897,0.3732,0.05050641461637364,0.06269415915637244
Gene_4028,267.86,2.3978,0.2649,0.00018848655372470668,0.0002339123277794821
Gene_4029,38.13,1.2032,0.2466,0.0017463695261983423,0.002166711570965685
Gene_4030,144.89,1.2933,0.2613,0.008961988155556277,0.011116333608975784
Gene_4031,91.92,-2.1243,0.1259,0.06417639316210086,0.07958382088554175
Gene_4032,394.79,-1.7267,0.3683,0.07930537843026782,0.09832057826713095
Gene_4033,14.02,-4.2586,0.4321,0.00021512436590943353,0.0002666390256686087
Gene_4034,139.95,-1.2141,0.2865,0.010231724202674838,0.012678716484107606
Gene_4035,327.21,1.4351,0.5093,0.07335889508950415,0.09088069262822614
Gene_4036,158.55,2.5664,0.5726,0.0003609001892673869,0.00044699057377679824
Gene_4037,2194.88,-0.3323,0.3885,0.034215997784836305,0.04236750592476016
Gene_4038,697.88,-0.0335,0.233,0.02638639459770336,0.032664514233354
Gene_4039,146.21,-1.0333,0.2142,0.028872819658370595,0.035733687696003213
Gene_4040,228.92,0.3071,0.3774,5.050500452958336e-06,6.249072572331522e-06
Gene_4041,268.09,1.1488,0.4053,0.16890888417974081,0.2089422119986898
Gene_4042,332.49,-2.4238,0.2343,0.07123901520805527,0.08810167599314281
Gene_4043,3.85,0.4495,0.184,0.05044290853433622,0.062367592154223814
Gene_4044,81.2,1.3987,0.1289,0.021910512687938,0.027083452024645238
Gene_4045,7.62,-0.6227,0.1956,0.0009701581101457886,0.0011989101707189677
Gene_4046,1913.26,1.0511,0.2582,0.00034901317625932117,0.0004311998718301472
Gene_4047,131.41,4.222,0.409,0.0036258153246851326,0.004478526833850214
Gene_4048,100.82,-0.1565,0.2427,0.0002747498193908129,0.00033928108099631136
Gene_4049,892.11,0.59,0.0068,0.050406561373551526,0.06223032268339694
Gene_4050,345.38,-1.1071,0.2345,0.007336353238770023,0.00905499042059988
Gene_4051,15.53,0.2719,0.2667,0.024835415671028312,0.030645873236708185
Gene_4052,128.79,0.6904,0.2645,0.022857301576581023,0.028198003425340516
Gene_4053,75.92,0.2923,0.0417,0.018011259305630575,0.02221418266604659
Gene_4054,4.53,-1.5295,0.2659,0.00021204098049473614,0.00026145620282951433
Gene_4055,37.32,0.3095,0.432,0.009772893523469288,0.0120474525683793
Gene_4056,102.81,2.1933,0.2534,0.004401650208243576,0.005424759931283677
Gene_4057,117.93,0.673,0.2325,0.0007432250609284897,0.0009157529089803964
Gene_4058,7.66,1.443,0.2228,0.004121504469404958,0.0050769949118070435
Gene_4059,1485.24,-0.3555,0.3153,0.24833150522924075,0.3058269768833014
Gene_4060,121.0,-4.4986,0.1477,0.0005642058470731314,0.0006946636876054315
Gene_4061,159.99,0.4189,0.1867,0.09837435229887083,0.12109102941761549
Gene_4062,330.72,-1.4264,0.4122,0.013437102422932107,0.016535937020590828
Gene_4063,30.69,0.4778,0.3671,2.103149079235409e-06,2.5875357766183675e-06
Gene_4064,369.71,-2.4809,0.2458,0.006737025046769217,0.008286623673762875
Gene_4065,71.23,-0.9493,0.3486,0.15568139040129808,0.19144292966219636
Gene_4066,24.7,0.284,0.208,8.711755718059897e-05,0.00010710297169977744
Gene_4067,467.26,0.4459,0.2068,9.795370000959755e-07,1.2039540315830573e-06
Gene_4068,2931.73,-1.7838,0.2048,0.007228073080231475,0.00888187893859852
Gene_4069,632.49,4.9914,0.143,0.007137873259931339,0.008768886068711719
Gene_4070,940.07,0.858,0.2905,7.03193569391692e-06,8.636619619156129e-06
Gene_4071,52.39,-1.0571,0.499,0.021478005013026862,0.02637279593937483
Gene_4072,6.08,-2.3064,0.1002,0.12518666564313252,0.15367869585456975
Gene_4073,2922.73,-0.2174,0.4686,0.0831455106944698,0.1020440730172678
Gene_4074,9036.52,4.4061,0.0285,0.006562770742892631,0.008052479439132064
Gene_4075,3247.41,0.1697,0.3499,0.09263580133666706,0.11363567386735408
Gene_4076,75.83,-0.5447,0.1143,0.19209348707887824,0.23558190713622548
Gene_4077,14.74,-3.0112,0.3511,3.35339761188507e-08,4.111571373081253e-08
Gene_4078,17.61,-3.603,0.2187,0.0005163638762631364,0.0006329540037547639
Gene_4079,5.12,-0.4584,0.3718,0.13432595740807624,0.16461514388244636
Gene_4080,119.73,0.9505,0.2195,0.40882384129225585,0.5008868430436851
Gene_4081,3682.53,-1.0473,0.3493,0.010169422635750382,0.012456421650845642
Gene_4082,111.8,2.518,0.2784,0.02926921274053434,0.03584277827643196
Gene_4083,271.69,-2.8675,0.4208,0.0075494039748550835,0.009242659126903873
Gene_4084,2324.35,1.9668,0.2806,0.0027297836280798923,0.0033412284309423403
Gene_4085,66.14,-0.3365,0.3207,0.0026339277210042874,0.003223112727611707
Gene_4086,8699.87,1.2894,0.3056,0.0070337291367109185,0.008605002614033422
Gene_4087,7975.97,0.1197,0.3873,0.21594037995310947,0.2641149461266016
Gene_4088,114.18,1.7093,0.3931,0.0034956072177015976,0.004274403543288821
Gene_4089,46.76,-0.581,0.3036,0.07267323580180662,0.08884258655477582
Gene_4090,598.53,-1.6479,0.1263,0.00020017414490649786,0.0002446518515112416
Gene_4091,74.07,4.8109,0.2021,0.0007090293692123684,0.0008663604218137444
Gene_4092,14.69,-0.1702,0.3781,0.18563915669398223,0.22677639469091404
Gene_4093,1924.61,0.3323,0.1447,0.05722140315630006,0.06988446892562294
Gene_4094,1690.69,1.8521,0.226,0.15927526289602978,0.19447529047134285
Gene_4095,202.56,-1.5479,0.2386,7.911358985463303e-05,9.657420636551884e-05
Gene_4096,11.87,0.8932,0.2762,0.016520323468291888,0.020161488245413584
Gene_4097,12.69,-0.8848,0.2619,0.09789856496959991,0.11944676057784274
Gene_4098,183.91,-0.1983,0.3032,0.05139138903677668,0.06268771534127432
Gene_4099,54.61,0.1084,0.1925,0.0015698715904716525,0.001914477549355674
Gene_4100,75.02,-2.2503,0.2125,0.5777860897779,0.7044453667128749
Gene_4101,1145.88,-1.1683,0.477,0.26228108600048905,0.31969903218002077
Gene_4102,643.14,2.0266,0.4396,0.01059804162961097,0.012914991018292675
Gene_4103,2336.21,1.3293,0.3507,0.05270970971379018,0.06421748259477361
TP53,20.47,2.7092,0.3609,0.0021364925076663667,0.002602305125050386
Gene_4105,74.71,0.3647,0.3256,1.944736325001892e-05,2.3681640586968974e-05
Gene_4106,677.2,-0.4414,0.2929,0.01058765190613678,0.012889763703599684
Gene_4107,363.64,2.0349,0.2112,1.8550051723526633e-05,2.257795974139074e-05
Gene_4108,3180.4,-0.3005,0.4431,0.12821816584797963,0.15602113147722027
Gene_4109,344.15,0.3478,0.4849,0.003930488922715461,0.004781616694301047
Gene_4110,5980.25,4.9584,0.2427,0.005878349026392374,0.0071495366411972435
Gene_4111,437.04,-1.1661,0.4078,0.005898426770186316,0.007172211539623439
Gene_4112,1241.82,-4.2833,0.2542,0.001931037614698191,0.0023474806889110028
Gene_4113,77.71,-2.2957,0.2181,0.058460566801141284,0.0710507617904002
Gene_4114,152.72,2.4445,0.2531,0.005617250698528905,0.006825334992137186
Gene_4115,917.72,-0.559,0.259,0.01877853037449151,0.022811625819353146
Gene_4116,3736.69,-0.364,0.3564,0.005148847629437394,0.0062531547600648465
Gene_4117,638.09,3.4671,0.2516,0.0040971759120560225,0.004974715774715909
Gene_4118,125.67,-0.6822,0.3816,2.7665338272837215e-05,3.358259076576501e-05
Gene_4119,2332.44,-1.5597,0.223,0.16190263426959095,0.19648377945338708
Gene_4120,1.85,-0.9115,0.2901,0.00971969876760217,0.011792888579958954
Gene_4121,8.63,-0.206,0.1828,0.3020467061799462,0.36638368047058006
Gene_4122,580.14,4.9844,0.1657,0.0027920883774729946,0.0033859912411751086
Gene_4123,152.66,0.3114,0.3327,6.705781166794537e-05,8.130190551399778e-05
Gene_4124,498.21,0.4615,0.3069,0.30565254206616094,0.3704879297771648
Gene_4125,168.82,2.635,0.25,0.007232079955032817,0.008764032907213788
Gene_4126,464.93,-1.3211,0.2033,0.2568888439612091,0.31122951776255037
Gene_4127,29.11,3.8257,0.1799,0.009941877663234676,0.012042002983569132
Gene_4128,464.5,-1.1028,0.3318,5.817282515932462e-06,7.0444205811727565e-06
Gene_4129,1084.45,2.4843,0.2271,0.001367571848142855,0.0016556559904877177
Gene_4130,1704.63,-0.3646,0.4595,0.26347095460919634,0.318894885753082
Gene_4131,8325.75,0.0034,0.3143,6.626491184177335e-06,8.018503369043242e-06
Gene_4132,241.82,1.6055,0.3495,1.5016483275790943e-07,1.81665657824715e-07
Gene_4133,256.68,1.9078,0.4378,0.04277540737943498,0.05173609987836838
Gene_4134,7.05,-0.1662,0.2141,0.0062091477258906045,0.007508038362624673
Gene_4135,51.27,-0.5824,0.3418,0.0009318523882317946,0.0011265140089842778
Gene_4136,100.87,-0.0839,0.3471,0.058224266345285026,0.0703701551187878
Gene_4137,1212.74,0.5069,0.2452,0.029994152742489236,0.036242330524999075
Gene_4138,43.73,1.337,0.1434,4.538770101138496e-06,5.482930781757063e-06
Gene_4139,729.73,0.0063,0.0813,0.01981551513482142,0.023931781563793983
Gene_4140,147.93,0.9283,0.2063,0.009512987140215312,0.011486340425278088
Gene_4141,104.13,2.4575,0.4086,0.07817548409409832,0.09436924685429542
Gene_4142,244.15,0.572,0.2187,0.010935968816151711,0.013198127946115992
Gene_4143,67.88,0.4675,0.3931,0.06451197640134328,0.07783780936455512
Gene_4144,62.92,-2.2784,0.2208,0.018172857335981958,0.021921420188156765
Gene_4145,4.91,-3.9461,0.3016,1.142009391681007e-06,1.3772423922829316e-06
Gene_4146,90.39,0.5826,0.35,0.043999933928713715,0.05305031821643805
Gene_4147,56.83,-0.1422,0.4001,0.3572194669998722,0.4305924144164323
Gene_4148,52.88,-0.7722,0.251,0.4595219696558124,0.553774366902642
Gene_4149,341.64,0.3653,0.233,0.015133637203213667,0.018233297835197188
Gene_4150,554.05,-0.0906,0.0992,0.01226473748272686,0.014773232332843724
Gene_4151,236.13,1.6917,0.2542,0.0001517418484393973,0.0001827334398354977
Gene_4152,1086.62,0.1292,0.6292,0.08291508657733837,0.099825531636574
Gene_4153,469.24,-1.1204,0.2753,0.09933972959127504,0.119571171872021
Gene_4154,82.26,1.4852,0.155,0.0034994680203859845,0.004211152852450041
Gene_4155,58.81,-0.3257,0.282,0.5903418953508451,0.7102284592767627
Gene_4156,277.45,0.7898,0.3712,0.02842821868263584,0.03419319062140466
Gene_4157,467.56,-0.7161,0.2373,0.000664669056816547,0.0007992653400872378
Gene_4158,2430.1,-0.9747,0.1884,0.37937529214872395,0.4560895553603318
Gene_4159,1607.36,0.1263,0.5513,0.1728004385929844,0.20769283484733703
Gene_4160,50.25,0.0192,0.3372,0.035479176368546805,0.04263299251207258
Gene_4161,121.02,0.7197,0.4532,0.002561062418242224,0.0030767208292193948
Gene_4162,567.95,-0.403,0.26,0.007272700080639319,0.008734926832379678
Gene_4163,1256.39,-2.7545,0.4773,0.2033059821918453,0.24412341761748957
Gene_4164,970.62,-0.6492,0.3907,0.039202078088251074,0.047061318233194566
Gene_4165,130.61,1.1907,0.3511,0.022127526322067485,0.026557280751401204
Gene_4166,12.08,-0.4461,0.1771,0.061465507724663596,0.07375270905287208
Gene_4167,20.13,-0.3696,0.2264,0.1565428694928528,0.18779135015937234
Gene_4168,256.02,1.4796,0.345,0.07145406444495543,0.08569688707718329
Gene_4169,294.26,-1.068,0.2653,0.009437077687827469,0.011315440872694807
